"Bug ID","Type","Summary","Product","Component","Assignee","Status","Resolution","Updated","Hardware","Priority","Severity","Summary","OS","Triage Owner"
1361115,"enhancement","1.42ms uninterruptible reflow (sync layout flush) at onResize in tabprompts.jsm","Firefox","Tabbed Browser","nobody","NEW"," ---","2019-04-08 07:32:32","Unspecified","P4","normal","1.42ms uninterruptible reflow (sync layout flush) at onResize in tabprompts.jsm","Unspecified","Dão Gottwald [::dao]"
1454775,"enhancement","[wpt-sync] Sync PR 10510 - adds img tag to HTML5_FORM_ASSOCIATED_ELEMENTS","Core","DOM: Core & HTML","nobody","NEW"," ---","2019-03-13 06:42:05","All","P4","normal","[wpt-sync] Sync PR 10510 - adds img tag to HTML5_FORM_ASSOCIATED_ELEMENTS","All","Hsin-Yi Tsai [:hsinyi]"
1495664,"enhancement","[wpt-sync] Sync PR 13304 - ServiceWorker: Add script_type field in ServiceWorkerDatabase in order to record a script type 'classic' or 'module'.","Testing","web-platform-tests","wptsync","NEW"," ---","2018-10-04 14:29:48","All","P4","normal","[wpt-sync] Sync PR 13304 - ServiceWorker: Add script_type field in ServiceWorkerDatabase in order to record a script type 'classic' or 'module'.","All","James Graham [:jgraham]"
1557169,"defect","[wpt-sync] Sync PR 17198 - Queue a task to navigate for form submission","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-06-12 14:47:01","All","P4","normal","[wpt-sync] Sync PR 17198 - Queue a task to navigate for form submission","All","Hsin-Yi Tsai [:hsinyi]"
908042,"defect","Support aria-busy","Core","Disability Access APIs","nobody","NEW"," ---","2020-01-30 05:39:24","All","P4","normal","Support aria-busy","Android","James Teh [:Jamie]"
1198358,"defect","Mac dictionary lookup service crashes on a different profile (LookupViewService quit unexpectedly)","Core","Widget: Cocoa","nobody","UNCONFIRMED"," ---","2016-06-29 11:28:43","Unspecified","P4","normal","Mac dictionary lookup service crashes on a different profile (LookupViewService quit unexpectedly)","macOS","Stephen A Pohl [:spohl]"
1628943,"task","[wpt-sync] Sync PR 22837 - [css-masking] Migrate clip-path-descendant-text-mutated.html to WPT","Core","Web Painting","wptsync","NEW"," ---","2020-04-09 20:48:58","All","P4","normal","[wpt-sync] Sync PR 22837 - [css-masking] Migrate clip-path-descendant-text-mutated.html to WPT","All","Miko Mynttinen [:miko]"
1326975,"defect","""Toggle sidebar"" button in inspector doesn't always work if I doubleclick it twice","DevTools","Inspector","nobody","NEW"," ---","2018-06-13 10:27:05","Unspecified","P4","normal","""Toggle sidebar"" button in inspector doesn't always work if I doubleclick it twice","Unspecified","Julian Descottes [:jdescottes]"
1421841,"enhancement","MMA: User attribute - when a user changes their default search engine","Firefox for iOS","General","nobody","NEW"," ---","2019-04-08 11:00:26","Other","P4","normal","MMA: User attribute - when a user changes their default search engine","iOS","Jeremy Evans"
1484974,"enhancement","Refactor test_device.html and test_preference.html to use async functions","DevTools","Framework","nobody","NEW"," ---","2018-08-21 05:28:18","Unspecified","P4","normal","Refactor test_device.html and test_preference.html to use async functions","Unspecified","Alexandre Poirot [:ochameau]"
1535548,"enhancement","[wpt-sync] Sync PR 15772 - Add UseCounter measurement to IdleDetection query","Testing","web-platform-tests","wptsync","NEW"," ---","2019-03-20 18:38:40","All","P4","normal","[wpt-sync] Sync PR 15772 - Add UseCounter measurement to IdleDetection query","All","James Graham [:jgraham]"
150737,"defect","Alert box kills doc response to mouse position","Core","DOM: Events","nobody","NEW"," ---","2010-04-11 11:21:27","All","P4","normal","Alert box kills doc response to mouse position","All","Hsin-Yi Tsai [:hsinyi]"
763875,"defect","Register firefox.mozilla.org to redirect to mozilla.org/firefox","www.mozilla.org","General","nobody","NEW"," ---","2013-06-06 09:51:25","All","P4","normal","Register firefox.mozilla.org to redirect to mozilla.org/firefox","All",
1136832,"defect","datachannel bitrate support for getStats","Core","WebRTC: Networking","nobody","NEW"," ---","2018-10-16 11:43:54","x86_64","P4","normal","datachannel bitrate support for getStats","Linux","Byron Campen [:bwc]"
1304224,"enhancement","[meta] Add Contextual Warning to username/password fields on HTTP pages","Firefox","Security","nobody","NEW"," ---","2019-12-06 06:58:23","Unspecified","P4","normal","[meta] Add Contextual Warning to username/password fields on HTTP pages","Unspecified","Sergey Galich"
415083,"enhancement","Thunderbird should do a better job of ignoring PGP signatures","MailNews Core","Security: OpenPGP","nobody","NEW"," ---","2021-01-07 11:46:09","All","P4","normal","Thunderbird should do a better job of ignoring PGP signatures","All","Kai Engert (:KaiE:)"
976397,"defect","Rotate camera preview image based on the original raw image orientation","Core","Layout","howareyou322","ASSIGNED"," ---","2020-04-16 16:07:28","ARM","P4","normal","Rotate camera preview image based on the original raw image orientation","Gonk (Firefox OS)","Daniel Holbert [:dholbert]"
1246075,"defect","Intermittent test_peerConnection_remoteRollback.html,test_peerConnection_removeAudioTrack.html,test_peerConnection_removeThenAddAudioTrack.html,test_peerConnection_removeThenAddAudioTrackNoBundle.html | Test timed out","Core","WebRTC","nobody","NEW"," ---","2019-12-08 22:26:31","Unspecified","P4","normal","Intermittent test_peerConnection_remoteRollback.html,test_peerConnection_removeAudioTrack.html,test_peerConnection_removeThenAddAudioTrack.html,test_peerConnection_removeThenAddAudioTrackNoBundle.html | Test timed out","Unspecified","Michael Froman [:mjf]"
1588766,"defect"," @Media query with max-width: X excludes X instead of including it","Core","CSS Parsing and Computation","nobody","UNCONFIRMED"," ---","2020-06-18 11:41:59","Unspecified","P4","normal"," @Media query with max-width: X excludes X instead of including it","Unspecified","Emilio Cobos Álvarez (:emilio)"
1681337,"defect","Adding a New Metric docs do not mention RLB","Data Platform and Tools","Glean: SDK","nobody","NEW"," ---","2021-01-27 01:16:03","Unspecified","P4","normal","Adding a New Metric docs do not mention RLB","Unspecified","Jan-Erik Rediger [:janerik]"
1364522,"enhancement","Add bandwidth measuring to mochitest(s)","Core","WebRTC","nobody","NEW"," ---","2017-09-13 17:19:29","Unspecified","P4","normal","Add bandwidth measuring to mochitest(s)","Unspecified","Michael Froman [:mjf]"
1456539,"enhancement","[wpt-sync] Sync PR 10608 - [css-flex][spec-rec] Test for first-letter","Core","CSS Parsing and Computation","nobody","NEW"," ---","2018-04-24 11:00:41","All","P4","normal","[wpt-sync] Sync PR 10608 - [css-flex][spec-rec] Test for first-letter","All","Emilio Cobos Álvarez (:emilio)"
1497704,"enhancement","[wpt-sync] Sync PR 13438 - Revert ""Disable event_timeupdate_noautoplay test on mac""","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-03-13 06:42:05","All","P4","normal","[wpt-sync] Sync PR 13438 - Revert ""Disable event_timeupdate_noautoplay test on mac""","All","Hsin-Yi Tsai [:hsinyi]"
1559333,"defect","[wpt-sync] Sync PR 17341 - Add test for dir=rtl on mo","Core","MathML","wptsync","REOPENED"," ---","2020-01-24 13:29:13","All","P4","normal","[wpt-sync] Sync PR 17341 - Add test for dir=rtl on mo","All","Emilio Cobos Álvarez (:emilio)"
294540,"enhancement","CMMF code not in any shared lib","NSS","Libraries","nobody","NEW"," ---","2008-05-15 05:18:51","All","P4","normal","CMMF code not in any shared lib","All","Benjamin Beurdouche [:beurdouche]"
924291,"defect","HRTFPanner should consider FFTConvolver latency in crossfades - glitches when changing panner->listener direction","Core","Web Audio","karlt","ASSIGNED"," ---","2017-09-13 17:18:06","x86_64","P4","normal","HRTFPanner should consider FFTConvolver latency in crossfades - glitches when changing panner->listener direction","Linux","Paul Adenot (:padenot)"
1204823,"defect","TimeStamp::NowLowRes() behaves differently over computer sleep over platforms","Core","mozglue","nobody","NEW"," ---","2020-12-10 04:51:49","Unspecified","P4","normal","TimeStamp::NowLowRes() behaves differently over computer sleep over platforms","Unspecified","Mike Hommey [:glandium]"
1331440,"defect","stylo: Be smarter about generating change hints for appearing/disappearing pseudo-elements","Core","CSS Parsing and Computation","nobody","NEW"," ---","2017-10-31 14:24:42","Unspecified","P4","normal","stylo: Be smarter about generating change hints for appearing/disappearing pseudo-elements","Unspecified","Emilio Cobos Álvarez (:emilio)"
1424902,"defect","WebAudio Oscillator not clamping frequency to Nyquist","Core","Web Audio","nobody","NEW"," ---","2017-12-14 11:28:47","Unspecified","P4","normal","WebAudio Oscillator not clamping frequency to Nyquist","Unspecified","Paul Adenot (:padenot)"
1486629,"enhancement","[wpt-sync] Sync PR 12711 - Implement Feature-Policy: lazyload","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-03-13 06:42:05","All","P4","normal","[wpt-sync] Sync PR 12711 - Implement Feature-Policy: lazyload","All","Hsin-Yi Tsai [:hsinyi]"
1536710,"enhancement","[wpt-sync] Sync PR 15847 - Split unoptimized-images feature policy into 3 policies.","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-03-19 19:42:29","All","P4","normal","[wpt-sync] Sync PR 15847 - Split unoptimized-images feature policy into 3 policies.","All","Hsin-Yi Tsai [:hsinyi]"
159387,"enhancement","[AltSS]alternate stylesheet should be in session history (keep for reload/back/forward)","Core","CSS Parsing and Computation","nobody","NEW"," ---","2011-11-30 19:12:47","All","P4","normal","[AltSS]alternate stylesheet should be in session history (keep for reload/back/forward)","All","Emilio Cobos Álvarez (:emilio)"
791941,"defect","Investigate replacing gfx/ycbcr with libyuv","Core","Graphics","nobody","REOPENED"," ---","2021-03-22 12:46:40","All","P4","normal","Investigate replacing gfx/ycbcr with libyuv","All","Bob Hood"
1145667,"defect","API to detect OpenH264 download","Core","WebRTC: Audio/Video","nobody","NEW"," ---","2020-10-23 04:30:21","x86","P4","normal","API to detect OpenH264 download","macOS","Jan-Ivar Bruaroey [:jib] (needinfo? me)"
1308696,"defect","Implement a component for shared (virtualized) net panel content space","DevTools","Netmonitor","nobody","NEW"," ---","2018-06-13 10:31:45","All","P4","normal","Implement a component for shared (virtualized) net panel content space","All","Jan Honza Odvarko [:Honza] (always need-info? me)"
1753026,"enhancement","Integrate HACL* SHA3","NSS","Libraries","nkulatova","NEW"," ---","2022-02-01 05:55:34","All","P4","normal","Integrate HACL* SHA3","All","Benjamin Beurdouche [:beurdouche]"
1615597,"task","Discuss what would be the best way to do wide-spread threading in glean-core","Data Platform and Tools","Glean: SDK","nobody","NEW"," ---","2021-01-27 01:16:05","Unspecified","P4","normal","Discuss what would be the best way to do wide-spread threading in glean-core","Unspecified","Jan-Erik Rediger [:janerik]"
1400696,"enhancement","Breadcrumbs bar items should have the same context menu that element nodes in HTML pane have","DevTools","Inspector","nobody","UNCONFIRMED"," ---","2018-06-13 10:27:05","Unspecified","P4","normal","Breadcrumbs bar items should have the same context menu that element nodes in HTML pane have","Unspecified","Julian Descottes [:jdescottes]"
1474344,"enhancement","[wpt-sync] Sync PR 11856 - Update the payment-request IDL file","Testing","web-platform-tests","wptsync","NEW"," ---","2018-07-20 06:29:11","All","P4","normal","[wpt-sync] Sync PR 11856 - Update the payment-request IDL file","All","James Graham [:jgraham]"
1513923,"enhancement","[wpt-sync] Sync PR 14498 - [css-ruby] Add ruby-align tests","Core","CSS Parsing and Computation","wptsync","NEW"," ---","2018-12-13 07:22:34","All","P4","normal","[wpt-sync] Sync PR 14498 - [css-ruby] Add ruby-align tests","All","Emilio Cobos Álvarez (:emilio)"
88121,"defect","NoMime messages can not be correctly displayed in Browser after saved as file","MailNews Core","Internationalization","nobody","NEW"," ---","2013-02-04 04:21:17","x86","P4","normal","NoMime messages can not be correctly displayed in Browser after saved as file","Windows 2000",
539433,"defect","[HTML5] Replace nsIAtom::IsStaticAtom() with a marker in the least-significant bit of the pointer","Core","DOM: HTML Parser","nobody","NEW"," ---","2010-09-08 06:25:12","All","P4","normal","[HTML5] Replace nsIAtom::IsStaticAtom() with a marker in the least-significant bit of the pointer","All","Hsin-Yi Tsai [:hsinyi]"
1041769,"defect","Add test cases for screen sharing in a separate peer connection","Core","WebRTC","nobody","NEW"," ---","2017-09-13 17:18:24","All","P4","normal","Add test cases for screen sharing in a separate peer connection","All","Michael Froman [:mjf]"
1268669,"defect","Intermittent test_eme_canvas_blocked.html | application crashed [@ mozilla::gmp::GetContentParentFromDone::Done(mozilla::gmp::GMPServiceChild *)]","Core","Audio/Video: GMP","nobody","NEW"," ---","2017-09-13 17:19:25","Unspecified","P4","normal","Intermittent test_eme_canvas_blocked.html | application crashed [@ mozilla::gmp::GetContentParentFromDone::Done(mozilla::gmp::GMPServiceChild *)]","Windows","Bryce Seager van Dyk (:bryce)"
1600651,"task","[wpt-sync] Sync PR 20558 - Dispatch touch pointer events based on their timestamp","Testing","web-platform-tests","wptsync","REOPENED"," ---","2020-01-24 12:57:11","All","P4","normal","[wpt-sync] Sync PR 20558 - Dispatch touch pointer events based on their timestamp","All","James Graham [:jgraham]"
1380748,"enhancement","The ping list has to be reset in setUp","Toolkit","Telemetry","nobody","NEW"," ---","2017-09-14 10:28:52","Unspecified","P4","normal","The ping list has to be reset in setUp","Unspecified","Chris H-C :chutten"
1462509,"enhancement","[wpt-sync] Sync PR 11057 - [css-transitions] Split up with `variant`, set long timeout, rename manual tests","Core","CSS Parsing and Computation","wptsync","REOPENED"," ---","2020-01-24 13:36:04","All","P4","normal","[wpt-sync] Sync PR 11057 - [css-transitions] Split up with `variant`, set long timeout, rename manual tests","All","Emilio Cobos Álvarez (:emilio)"
1504458,"enhancement","[wpt-sync] Sync PR 13886 - Rewrite RTC ICE and DTLS transport tests with alternative dependencies (Rebased)","Core","WebRTC","wptsync","NEW"," ---","2018-11-14 02:49:55","All","P4","normal","[wpt-sync] Sync PR 13886 - Rewrite RTC ICE and DTLS transport tests with alternative dependencies (Rebased)","All","Michael Froman [:mjf]"
388545,"enhancement","Accept custom field names without ""cf_"" in email_in.pl","Bugzilla","Incoming Email","create-and-change","NEW"," ---","2013-08-01 10:27:56","All","P4","normal","Accept custom field names without ""cf_"" in email_in.pl","All",
960536,"defect","pdf files are scaled wrong on the display","Firefox","PDF Viewer","nobody","NEW"," ---","2022-01-28 06:44:50","All","P4","normal","pdf files are scaled wrong on the display","All","Brendan Dahl [:bdahl]"
1235197,"defect","TelemetryStopwatch: <Regression> - Tab Animation Test - Ubuntu HW 12.04 x64 (e10s) - 2.72%","Toolkit","Telemetry","nobody","NEW"," ---","2017-02-10 07:01:32","x86_64","P4","normal","TelemetryStopwatch: <Regression> - Tab Animation Test - Ubuntu HW 12.04 x64 (e10s) - 2.72%","Linux","Chris H-C :chutten"
1357594,"enhancement","Require sandbox disabling for tier-3 audio backends","Core","Audio/Video: cubeb","nobody","NEW"," ---","2017-09-13 17:18:33","Unspecified","P4","normal","Require sandbox disabling for tier-3 audio backends","Linux","Paul Adenot (:padenot)"
1450564,"enhancement","Fine-tune fonts to compensate difference in dimensions to eliminate this fingerprinting  possibility","Core","Layout: Text and Fonts","nobody","UNCONFIRMED"," ---","2021-06-03 21:21:13","Unspecified","P4","normal","Fine-tune fonts to compensate difference in dimensions to eliminate this fingerprinting  possibility","Unspecified","Jonathan Kew (:jfkthame)"
1493538,"enhancement","[wpt-sync] Sync PR 13178 - AZZ replaced with A9Z","Core","CSS Parsing and Computation","wptsync","NEW"," ---","2018-09-23 10:35:30","All","P4","normal","[wpt-sync] Sync PR 13178 - AZZ replaced with A9Z","All","Emilio Cobos Álvarez (:emilio)"
1551742,"enhancement","Use CSSPoint or add a CSSPath to make sure the gfx::Path built from SVG path uses css pixels on offset-path","Core","Layout","nobody","NEW"," ---","2019-05-14 16:49:30","Unspecified","P4","normal","Use CSSPoint or add a CSSPath to make sure the gfx::Path built from SVG path uses css pixels on offset-path","Unspecified","Daniel Holbert [:dholbert]"
223071,"enhancement","CSV/MSProject Importing of Bugs and GANTT Chart","Bugzilla","Bug Import/Export & Moving","import-export","NEW"," ---","2007-03-27 05:19:12","x86","P4","normal","CSV/MSProject Importing of Bugs and GANTT Chart","Windows XP",
878364,"enhancement","Report HTML parsing errors in the console","DevTools","Console","nobody","NEW"," ---","2018-09-25 11:07:36","All","P4","normal","Report HTML parsing errors in the console","All","Nicolas Chevobbe [:nchevobbe]"
1182502,"defect","Some math symbols are not read","Core","Disability Access APIs","nobody","NEW"," ---","2020-01-30 05:52:21","All","P4","normal","Some math symbols are not read","Android","James Teh [:Jamie]"
1663599,"enhancement","Investigate moving ping scheduling logic to glean-core","Data Platform and Tools","Glean: SDK","nobody","REOPENED"," ---","2022-02-11 07:00:15","Unspecified","P4","normal","Investigate moving ping scheduling logic to glean-core","Unspecified","Jan-Erik Rediger [:janerik]"
1412116,"defect","invalid position of webrtc-indicator in Linux (GNOME)","Firefox","Site Permissions","nobody","NEW"," ---","2020-06-05 08:34:06","Unspecified","P4","normal","invalid position of webrtc-indicator in Linux (GNOME)","Unspecified","Paul Zühlcke [:pbz]"
1481636,"enhancement","Consider aligning which elements `-moz-appearance` applies to more closely with Chrome","Core","Layout","nobody","NEW"," ---","2018-10-05 12:03:30","Unspecified","P4","normal","Consider aligning which elements `-moz-appearance` applies to more closely with Chrome","Unspecified","Daniel Holbert [:dholbert]"
1532033,"enhancement","[wpt-sync] Sync PR 14766 - Import wasm/jsapi/limits.any.js.","Testing","web-platform-tests","wptsync","NEW"," ---","2019-03-02 02:51:08","All","P4","normal","[wpt-sync] Sync PR 14766 - Import wasm/jsapi/limits.any.js.","All","James Graham [:jgraham]"
703362,"defect","Cmd-W does not work when only one tab is open.","Firefox","General","nobody","UNCONFIRMED"," ---","2021-03-02 16:10:31","x86","P4","normal","Cmd-W does not work when only one tab is open.","macOS","Dave Townsend [:mossop]"
1122237,"defect","Treat pages with insecure form action as Mixed Content","Core","DOM: Security","nobody","NEW"," ---","2021-12-08 20:22:32","All","P4","normal","Treat pages with insecure form action as Mixed Content","All","Christoph Kerschbaumer [:ckerschb]"
1294273,"defect","window.restore() doesn't work","Core","Widget: Gtk","nobody","NEW"," ---","2019-02-20 23:58:01","Unspecified","P4","normal","window.restore() doesn't work","Unspecified","Martin Stránský [:stransky] (ni? me)"
1611136,"task","[wpt-sync] Sync PR 21375 - [css-content] Don't consider a NoneContentData to equal any ContentData","Core","Layout: Generated Content, Lists, and Counters","wptsync","NEW"," ---","2020-01-23 10:12:24","All","P4","normal","[wpt-sync] Sync PR 21375 - [css-content] Don't consider a NoneContentData to equal any ContentData","All","Emilio Cobos Álvarez (:emilio)"
1394297,"defect","stylo: don't mutate style structs when attempting to store the same value","Core","CSS Parsing and Computation","nobody","NEW"," ---","2021-02-01 20:26:47","Unspecified","P4","normal","stylo: don't mutate style structs when attempting to store the same value","Unspecified","Emilio Cobos Álvarez (:emilio)"
1469474,"enhancement","[wpt-sync] Sync PR 11557 - Run update-built-tests.sh to update built tests","Core","Canvas: 2D","wptsync","NEW"," ---","2018-06-18 21:11:38","All","P4","normal","[wpt-sync] Sync PR 11557 - Run update-built-tests.sh to update built tests","All","Lee Salzman [:lsalzman]"
1511773,"enhancement","[wpt-sync] Sync PR 14332 - Update interfaces/beacon.idl","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-03-13 06:42:05","All","P4","normal","[wpt-sync] Sync PR 14332 - Update interfaces/beacon.idl","All","Hsin-Yi Tsai [:hsinyi]"
65548,"defect","offsetWidth give back wrong value","Core","DOM: CSS Object Model","nobody","REOPENED"," ---","2021-02-16 07:59:21","All","P4","normal","offsetWidth give back wrong value","All","Emilio Cobos Álvarez (:emilio)"
481128,"defect","HTML5 is slow to load","Core","DOM: Core & HTML","nobody","NEW"," ---","2020-03-10 15:31:05","x86","P4","normal","HTML5 is slow to load","macOS","Hsin-Yi Tsai [:hsinyi]"
1258779,"defect","Browser Console discards query string of URI","DevTools","Console","nobody","NEW"," ---","2020-05-05 11:29:24","x86_64","P4","normal","Browser Console discards query string of URI","Windows 10","Nicolas Chevobbe [:nchevobbe]"
1595061,"task","[wpt-sync] Sync PR 20172 - Test all input types with scrollTo and onscroll","Core","DOM: Core & HTML","wptsync","REOPENED"," ---","2020-01-24 13:35:50","All","P4","normal","[wpt-sync] Sync PR 20172 - Test all input types with scrollTo and onscroll","All","Hsin-Yi Tsai [:hsinyi]"
1685705,"task","Should Glean do something if it doesn't find client_info data at the time of collection?","Data Platform and Tools","Glean: SDK","nobody","NEW"," ---","2021-11-05 03:41:06","Unspecified","P4","normal","Should Glean do something if it doesn't find client_info data at the time of collection?","Unspecified","Jan-Erik Rediger [:janerik]"
1373430,"enhancement","stylo: Too much time spent in the post-traversal","Core","CSS Parsing and Computation","nobody","NEW"," ---","2019-08-05 17:57:15","Unspecified","P4","normal","stylo: Too much time spent in the post-traversal","Unspecified","Emilio Cobos Álvarez (:emilio)"
1459333,"enhancement","[wpt-sync] Sync PR 10855 - Update Firefox prefs path for upstream changes.","Testing","web-platform-tests","nobody","NEW"," ---","2018-05-15 02:49:46","All","P4","normal","[wpt-sync] Sync PR 10855 - Update Firefox prefs path for upstream changes.","All","James Graham [:jgraham]"
1500816,"enhancement","Use the 'initial' value more in UA sheets","Core","CSS Parsing and Computation","nobody","NEW"," ---","2018-10-22 06:49:51","All","P4","normal","Use the 'initial' value more in UA sheets","All","Emilio Cobos Álvarez (:emilio)"
1570177,"task","[wpt-sync] Sync PR 18184 - addressed issue_979253. First line style should...","Core","CSS Parsing and Computation","wptsync","REOPENED"," ---","2020-01-24 12:34:20","All","P4","normal","[wpt-sync] Sync PR 18184 - addressed issue_979253. First line style should...","All","Emilio Cobos Álvarez (:emilio)"
351592,"enhancement","Activity Log should start with bug creation","Bugzilla","Creating/Changing Bugs","create-and-change","NEW"," ---","2008-07-09 12:46:42","All","P4","normal","Activity Log should start with bug creation","All",
1222977,"defect","Investigate the size of |activePlugins| for opt-out pings.","Toolkit","Telemetry","nobody","NEW"," ---","2017-02-10 07:01:01","All","P4","normal","Investigate the size of |activePlugins| for opt-out pings.","All","Chris H-C :chutten"
1349295,"enhancement","stylo: Document ServoStyleSet method prerequisites","Core","CSS Parsing and Computation","nobody","NEW"," ---","2017-10-31 14:24:31","Unspecified","P4","normal","stylo: Document ServoStyleSet method prerequisites","Unspecified","Emilio Cobos Álvarez (:emilio)"
1437812,"defect","[Form Autofill] - Credit Card autofill does not work on Zalando.de","Toolkit","Form Autofill","nobody","NEW"," ---","2020-06-17 14:16:08","All","P4","normal","[Form Autofill] - Credit Card autofill does not work on Zalando.de","Unspecified","Tim Giles [:tgiles]"
1490013,"enhancement","[wpt-sync] Sync PR 12929 - Test: Run tools tests in Travis","Testing","web-platform-tests","wptsync","NEW"," ---","2018-09-10 07:48:01","All","P4","normal","[wpt-sync] Sync PR 12929 - Test: Run tools tests in Travis","All","James Graham [:jgraham]"
1545954,"defect","Do not optimize away Fluent id/args setting.","Core","Internationalization","zibi","ASSIGNED"," ---","2019-04-20 12:10:42","Unspecified","P4","normal","Do not optimize away Fluent id/args setting.","Unspecified","Makoto Kato [:m_kato]"
185895,"defect","[ps] ceiling and floor print incorrectly (rendered correctly)","Core","Printing: Output","nobody","NEW"," ---","2009-08-22 18:59:04","x86","P4","normal","[ps] ceiling and floor print incorrectly (rendered correctly)","Linux","Jonathan Watt [:jwatt]"
833509,"defect","Add URI protocol handlers for STUN and TURN","Core","WebRTC","nobody","NEW"," ---","2021-12-13 08:24:22","All","P4","normal","Add URI protocol handlers for STUN and TURN","All","Michael Froman [:mjf]"
1165593,"defect","Special bookmarks folders are not merged, when using sync with different languages","Firefox","Sync","nobody","UNCONFIRMED"," ---","2017-04-25 07:29:27","All","P4","normal","Special bookmarks folders are not merged, when using sync with different languages","All","Mark Hammond [:markh] [:mhammond]"
1321332,"defect","Problems with long filenames in the image preview in the (gtk3) filechooser","Core","Widget: Gtk","nobody","UNCONFIRMED"," ---","2017-07-31 10:07:53","x86_64","P4","normal","Problems with long filenames in the image preview in the (gtk3) filechooser","Linux","Martin Stránský [:stransky] (ni? me)"
1621052,"task","[wpt-sync] Sync PR 22143 - jitak","Testing","web-platform-tests","wptsync","NEW"," ---","2020-03-09 10:05:19","All","P4","normal","[wpt-sync] Sync PR 22143 - jitak","All","James Graham [:jgraham]"
1405420,"defect","Menus stop displaying","Firefox","Menus","nobody","NEW"," ---","2017-10-11 12:48:51","Unspecified","P4","normal","Menus stop displaying","Windows 10","Jared Wein [:jaws] (please needinfo? me)"
1477479,"enhancement","[wpt-sync] Sync PR 12119 - WebKit export of https://bugs.webkit.org/show_bug.cgi?id=187861","Testing","web-platform-tests","wptsync","NEW"," ---","2018-07-21 06:15:13","All","P4","normal","[wpt-sync] Sync PR 12119 - WebKit export of https://bugs.webkit.org/show_bug.cgi?id=187861","All","James Graham [:jgraham]"
1516198,"enhancement","[wpt-sync] Sync PR 14660 - Implement dom exception constructor","Core","DOM: Device Interfaces","wptsync","NEW"," ---","2018-12-29 06:20:38","All","P4","normal","[wpt-sync] Sync PR 14660 - Implement dom exception constructor","All","Chris Martin [:cmartin]"
1276370,"defect","Implement support for b=CT on session level SDP","Core","WebRTC","nobody","NEW"," ---","2017-09-13 17:18:16","Unspecified","P4","normal","Implement support for b=CT on session level SDP","Unspecified","Michael Froman [:mjf]"
1606161,"enhancement","Avoid forced layout for laying out network table headers","DevTools","Netmonitor","nobody","NEW"," ---","2021-12-20 05:09:53","Unspecified","P4","normal","Avoid forced layout for laying out network table headers","Unspecified","Jan Honza Odvarko [:Honza] (always need-info? me)"
1387045,"enhancement","Suppress window animation for profile manager","Firefox","General","nobody","NEW"," ---","2018-03-26 15:22:31","Unspecified","P4","normal","Suppress window animation for profile manager","Unspecified","Dave Townsend [:mossop]"
1466474,"enhancement","[wpt-sync] Sync PR 11323 - [css-contain] Improve references on test suite","Core","CSS Parsing and Computation","wptsync","NEW"," ---","2018-07-23 03:15:06","All","P4","normal","[wpt-sync] Sync PR 11323 - [css-contain] Improve references on test suite","All","Emilio Cobos Álvarez (:emilio)"
1507816,"enhancement","[wpt-sync] Sync PR 14093 - In affected tests logic, don't do `git diff` using a `A..B` range","Testing","web-platform-tests","wptsync","NEW"," ---","2018-11-17 09:33:50","All","P4","normal","[wpt-sync] Sync PR 14093 - In affected tests logic, don't do `git diff` using a `A..B` range","All","James Graham [:jgraham]"
32465,"defect","Can't insert map tag into editor","Core","DOM: Editor","brade","NEW"," ---","2007-04-03 10:32:52","All","P4","normal","Can't insert map tag into editor","All","Hsin-Yi Tsai [:hsinyi]"
1352150,"enhancement","stylo: Add new restyle hint for pres hints","Core","CSS Parsing and Computation","nobody","NEW"," ---","2017-10-31 14:23:40","Unspecified","P4","normal","stylo: Add new restyle hint for pres hints","Unspecified","Emilio Cobos Álvarez (:emilio)"
1446502,"enhancement","[wpt-sync] Sync PR 10081 - armenian/css3-counter-styles-008.html: Removes range","Core","CSS Parsing and Computation","nobody","NEW"," ---","2018-03-16 12:30:53","All","P4","normal","[wpt-sync] Sync PR 10081 - armenian/css3-counter-styles-008.html: Removes range","All","Emilio Cobos Álvarez (:emilio)"
1491418,"enhancement","[wpt-sync] Sync PR 13010 - Disable anti-aliasing in Ahem","Testing","web-platform-tests","wptsync","NEW"," ---","2018-09-14 12:14:32","All","P4","normal","[wpt-sync] Sync PR 13010 - Disable anti-aliasing in Ahem","All","James Graham [:jgraham]"
1548278,"defect","[wpt-sync] Sync PR 16218 - [ FeaturePolicy ] downloads-without-user-activation","Testing","web-platform-tests","wptsync","NEW"," ---","2019-05-01 08:41:14","All","P4","normal","[wpt-sync] Sync PR 16218 - [ FeaturePolicy ] downloads-without-user-activation","All","James Graham [:jgraham]"
199516,"enhancement","Allow users to specify a component without specifying a product, on request.cgi","Bugzilla","Attachments & Requests","dkl","ASSIGNED"," ---","2015-10-08 03:50:36","All","P4","normal","Allow users to specify a component without specifying a product, on request.cgi","All",
850287,"defect","Create some mochitests that simulate multiple local and remote peer connections in a network topology","Core","WebRTC","nobody","NEW"," ---","2017-09-13 17:19:32","All","P4","normal","Create some mochitests that simulate multiple local and remote peer connections in a network topology","All","Michael Froman [:mjf]"
